image_path,vegetable_label,freshness_label
E:\Dataset(蔬果）\Rotten\RottenCarrot\IMG_20231115_184529_jpg.rf.eb5eea9bcd2916c53cddef08973a7f54.jpg,18,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (749).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenBanana\translation_Screen Shot 2018-06-12 at 8.59.57 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshApple\rotated_by_60_Screen Shot 2018-06-08 at 5.28.32 PM.png,0,0
E:\Dataset(蔬果）\Fresh\FreshOrange\Screen-Shot-2018-06-13-at-12-14-09-AM_png.rf.e24e956548fba631f2e84547ab44aaab.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (25).png,9,0
E:\Dataset(蔬果）\Rotten\RottenCapsicum\WhatsApp Image 2020-11-07 at 11.35.37 PM.jpg_0_3907.jpg,17,1
E:\Dataset(蔬果）\Fresh\FreshOrange\117_jpg.rf.a21b061cf699f861d7ccaf9435b24598.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\o (1183).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\DSCN4158.jpg_0_6296.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCucumber\freshCucumber (171).jpg,6,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (5483).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenOrange\jeruk_busuk (557).png,22,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\20220413_191907_jpg.rf.0b1f73a586003aba9c12f0d1bae7c4e8.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshOrange\orange--4-_jpg.rf.d9fe116a8526ca02b318e86883d04720.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshOrange\rotated_by_60_Screen-Shot-2018-06-13-at-12-17-10-AM_png.rf.9478c9b011340ad9b2f7dd3e23b25f4f.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshOrange\n07749192_5877_jpg.rf.6aa5912ac97a6dec1a0fc15cd9641c8d.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenPotato\rottenPotato (213).jpg,23,1
E:\Dataset(蔬果）\Rotten\RottenBanana\b_r596.png,14,1
E:\Dataset(蔬果）\Rotten\RottenBanana\translation_Screen Shot 2018-06-12 at 9.03.30 PM.png,14,1
E:\Dataset(蔬果）\Rotten\RottenApple\saltandpepper_Screen Shot 2018-06-07 at 2.20.29 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (281).jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenTomato\t_r198.png,25,1
E:\Dataset(蔬果）\Rotten\RottenTomato\tomat_busuk (1065).jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\freshCarrot (496).jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenBellpepper\rottenPepper (172).jpg,15,1
E:\Dataset(蔬果）\Rotten\RottenTomato\rottenTomato (519).jpg,25,1
E:\Dataset(蔬果）\Rotten\RottenCarrot\rottenCarrot (140).jpg,18,1
E:\Dataset(蔬果）\Fresh\FreshBanana\rotated_by_45_Screen Shot 2018-06-12 at 10.00.42 PM.png,1,0
E:\Dataset(蔬果）\Rotten\RottenBanana\rotated_by_30_Screen Shot 2018-06-12 at 9.03.30 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshApple\a_f355.png,0,0
E:\Dataset(蔬果）\Rotten\RottenCucumber\rottenCucumber (81).jpg,19,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (1168).jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenOrange\jeruk_busuk (115).png,22,1
E:\Dataset(蔬果）\Rotten\RottenTomato\t_r037.png,25,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (3501).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\1007_jpg.rf.98ccf0933c12b6981af36099879f7252.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (1447).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshOrange\orange--214-_jpg.rf.51046db578eda8e318d495de040f3655.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenPotato\rottenPotato (434).jpg,23,1
E:\Dataset(蔬果）\Rotten\RottenTomato\t_r360.png,25,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (188).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (4950).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenTomato\rottenTomato (273).jpg,25,1
E:\Dataset(蔬果）\Rotten\RottenTomato\Copy of IMG_20200730_170244.jpg_0_4805.jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshCucumber\c_f345.png,6,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\Hercules_jpg.rf.b541eba243c16662066aff699a2d0e06.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenCucumber\c_r012.png,19,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (3507).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenOrange\rotated_by_45_Screen Shot 2018-06-12 at 11.18.53 PM.png,22,1
E:\Dataset(蔬果）\Rotten\RottenTomato\DSCN4238.jpg_0_5266.jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (347).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\20220413_192243_jpg.rf.a23a5bdd2b6b5d0ab6ab3c60741524a6.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenOrange\rotated_by_15_Screen Shot 2018-06-12 at 11.42.52 PM.png,22,1
E:\Dataset(蔬果）\Rotten\RottenOrange\rotated_by_75_Screen Shot 2018-06-12 at 11.20.05 PM.png,22,1
E:\Dataset(蔬果）\Rotten\RottenTomato\t_r606.png,25,1
E:\Dataset(蔬果）\Fresh\FreshTomato\freshTomato (176).png,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\o (1517).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (6212).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\1614548388_56-p-apelsin-na-belom-fone-73_jpg.rf.46de90d37318da1da6fc4006a5583c0b.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenApple\rotated_by_75_Screen Shot 2018-06-07 at 3.00.56 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (154).jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\o (47).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenCarrot\IMG_20231116_114056_jpg.rf.f715a3a07f3f193c8044ef3613fc7eab.jpg,18,1
E:\Dataset(蔬果）\Rotten\RottenOrange\rotated_by_15_Screen Shot 2018-06-12 at 11.26.24 PM.png,22,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\carrot_-433_jpg.rf.a94614e08661beb1ce74ed965059e194.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\IMG_20220526_091420.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat sedang (136).png,12,0
E:\Dataset(蔬果）\Rotten\RottenApple\rotated_by_60_Screen Shot 2018-06-08 at 2.36.01 PM.png,13,1
E:\Dataset(蔬果）\Rotten\RottenBanana\b_r382.png,14,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\Carrot test_5_flip.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (841).png,9,0
E:\Dataset(蔬果）\Rotten\RottenTomato\t_r162.png,25,1
E:\Dataset(蔬果）\Rotten\RottenOrange\jeruk_busuk (269).png,22,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (3425).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCapciscum\capsicum3_9.jpg_0_6877.jpg,4,0
E:\Dataset(蔬果）\Fresh\FreshApple\rotated_by_45_Screen Shot 2018-06-08 at 5.17.58 PM.png,0,0
E:\Dataset(蔬果）\Rotten\RottenBellpepper\rottenPepper (86).jpg,15,1
E:\Dataset(蔬果）\Fresh\FreshCapciscum\IMG_20200824_182316.jpg_0_5264.jpg,4,0
E:\Dataset(蔬果）\Fresh\FreshCucumber\c_f125.png,6,0
E:\Dataset(蔬果）\Rotten\RottenApple\rotated_by_15_Screen Shot 2018-06-07 at 2.44.51 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (6182).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenTomato\rottenTomato (1).jpeg,25,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\46_JPG_jpg.rf.3768132f5e304f6ed3eb39f96b630ada.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenOrange\jeruk_busuk (241).png,22,1
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (213).jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshApple\freshApple (560).png,0,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (397).jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_s (1013).jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenBellpepper\rottenPepper (397).jpg,15,1
E:\Dataset(蔬果）\Rotten\RottenApple\rotated_by_45_Screen Shot 2018-06-08 at 2.50.14 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshOrange\Screen-Shot-2018-06-13-at-12-04-26-AM_png.rf.946bc8efed0dba0d33acc4231cf0426b.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshBanana\rotated_by_60_Screen Shot 2018-06-12 at 10.02.01 PM.png,1,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (8).jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenTomato\DSCN4223.jpg_0_2411.jpg,25,1
E:\Dataset(蔬果）\Rotten\RottenCapsicum\WhatsApp Image 2020-11-07 at 11.30.47 PM.jpg_0_6734.jpg,17,1
E:\Dataset(蔬果）\Rotten\RottenCapsicum\WhatsApp Image 2020-11-07 at 11.35.36 PM(1).jpg_0_3464.jpg,17,1
E:\Dataset(蔬果）\Fresh\FreshApple\rotated_by_60_Screen Shot 2018-06-08 at 5.15.14 PM.png,0,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\(127).jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenTomato\t_r512.png,25,1
E:\Dataset(蔬果）\Rotten\RottenApple\a_r803.png,13,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\20220413_191822_jpg.rf.9ed30a6e551025a0f0ee32f3d1cd9125.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenBellpepper\rottenPepper (425).jpg,15,1
E:\Dataset(蔬果）\Fresh\FreshTomato\IMG_20220601_094757.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\17_JPG_jpg.rf.683781177c3874fc40f55d0e96cefc46.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshApple\rotated_by_15_Screen Shot 2018-06-08 at 5.16.28 PM.png,0,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\freshCarrot (191).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\freshCarrot (248).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (314).png,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\o (621).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_s (831).jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshOrange\rotated_by_60_Screen Shot 2018-06-13 at 12.04.01 AM.png,9,0
E:\Dataset(蔬果）\Rotten\RottenApple\saltandpepper_Screen Shot 2018-06-08 at 2.31.16 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (1489).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCucumber\c_f477.png,6,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (630).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\freshCarrot (347).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshOrange\20231126_192434_jpg.rf.04d8405c71b7097526569fe761d13dfe.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenBanana\rotated_by_45_Screen Shot 2018-06-12 at 8.58.01 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (1158).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (1190).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (309).png,9,0
E:\Dataset(蔬果）\Fresh\FreshApple\rotated_by_30_Screen Shot 2018-06-08 at 5.26.47 PM.png,0,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\carrot_0002_jpg.rf.ac0721ecba8657348d12ab2a764729af.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenPotato\rottenPotato (428).jpg,23,1
E:\Dataset(蔬果）\Fresh\FreshOrange\saltandpepper_Screen Shot 2018-06-13 at 12.04.12 AM.png,9,0
E:\Dataset(蔬果）\Rotten\RottenBanana\Screen Shot 2018-06-12 at 9.06.56 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshBanana\rotated_by_75_Screen Shot 2018-06-12 at 9.43.48 PM.png,1,0
E:\Dataset(蔬果）\Fresh\FreshBanana\freshBanana (128).jpg,1,0
E:\Dataset(蔬果）\Rotten\RottenPotato\p_r680.png,23,1
E:\Dataset(蔬果）\Fresh\FreshOkara\o_f312.png,8,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_s (882).jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (5797).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshApple\saltandpepper_Screen Shot 2018-06-08 at 5.15.09 PM.png,0,0
E:\Dataset(蔬果）\Rotten\RottenTomato\IMG_20220612_151409.jpg,25,1
E:\Dataset(蔬果）\Rotten\RottenPotato\p_r712.png,23,1
E:\Dataset(蔬果）\Rotten\RottenCarrot\(585).jpg,18,1
E:\Dataset(蔬果）\Rotten\RottenBanana\rotated_by_30_Screen Shot 2018-06-12 at 9.09.09 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (4041).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\vertical_flip_Screen Shot 2018-06-13 at 12.03.27 AM.png,9,0
E:\Dataset(蔬果）\Fresh\FreshApple\translation_Screen Shot 2018-06-08 at 5.21.40 PM.png,0,0
E:\Dataset(蔬果）\Rotten\RottenApple\vertical_flip_Screen Shot 2018-06-07 at 2.15.50 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshBellpepper\freshPepper (513).jpg,2,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\(76).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\IMG_20220602_085619.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (945).png,9,0
E:\Dataset(蔬果）\Fresh\FreshOrange\1624310891_6-phonoteka_org-p-apelsin-oboi-krasivo-6_jpg.rf.aa30408225fcc09701ff554c764b3837.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\reject (522).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenTomato\Copy of IMG_20200730_170232.jpg_0_7379.jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshBittergroud\IMG_20200823_131903.jpg_0_6100.jpg,3,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (771).png,9,0
E:\Dataset(蔬果）\Rotten\RottenBanana\rotated_by_45_Screen Shot 2018-06-12 at 8.49.59 PM.png,14,1
E:\Dataset(蔬果）\Rotten\RottenTomato\t_r415.png,25,1
E:\Dataset(蔬果）\Rotten\RottenTomato\DSCN4209.jpg_0_2482.jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshCucumber\freshCucumber (413).jpg,6,0
E:\Dataset(蔬果）\Fresh\FreshTomato\DSCN4069.jpg_0_4531.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\23_jpg.rf.2a314fdfb42566d6dda70f1e10b27776.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshApple\freshApple (608).png,0,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\Image_66_jpg.rf.f531f975aea3eac0bb3ad9fe917d7a9b.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (1399).jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenTomato\t_r118.png,25,1
E:\Dataset(蔬果）\Fresh\FreshApple\rotated_by_30_Screen Shot 2018-06-08 at 5.05.06 PM.png,0,0
E:\Dataset(蔬果）\Fresh\FreshTomato\reject (725).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshApple\Screen Shot 2018-06-08 at 5.23.07 PM.png,0,0
E:\Dataset(蔬果）\Rotten\RottenOrange\vertical_flip_Screen Shot 2018-06-12 at 11.28.17 PM.png,22,1
E:\Dataset(蔬果）\Rotten\RottenOrange\saltandpepper_Screen Shot 2018-06-12 at 11.30.16 PM.png,22,1
E:\Dataset(蔬果）\Rotten\RottenCarrot\rottenCarrot (356).jpg,18,1
E:\Dataset(蔬果）\Rotten\RottenBittergroud\IMG_20200826_172243.jpg_0_4778.jpg,16,1
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (664).png,9,0
E:\Dataset(蔬果）\Fresh\FreshApple\rotated_by_15_Screen Shot 2018-06-08 at 5.21.56 PM.png,0,0
E:\Dataset(蔬果）\Fresh\FreshTomato\freshTomato (191).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\Screen-Shot-2018-06-12-at-11-19-08-PM_png.rf.1c16aa6c1eb73850dd5867f5937bbe44.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshStrawberry\freshStrawberry (487).jpg,11,0
E:\Dataset(蔬果）\Rotten\RottenTomato\DSCN4239.jpg_0_5733.jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (2397).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\152_jpg.rf.d715e82d7129bb8a5072626052abb6dc.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenApple\a_r688.png,13,1
E:\Dataset(蔬果）\Rotten\RottenBanana\rotated_by_30_Screen Shot 2018-06-12 at 9.19.12 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshOrange\img_591_jpeg.rf.b0045ef14f23a7527c780605b7ea468b.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshBellpepper\freshPepper (109).jpg,2,0
E:\Dataset(蔬果）\Fresh\FreshApple\vertical_flip_Screen Shot 2018-06-08 at 5.04.11 PM.png,0,0
E:\Dataset(蔬果）\Fresh\FreshApple\vertical_flip_Screen Shot 2018-06-08 at 5.17.22 PM.png,0,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (5496).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshStrawberry\freshStrawberry (321).jpg,11,0
E:\Dataset(蔬果）\Rotten\RottenApple\saltandpepper_Screen Shot 2018-06-07 at 2.46.43 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\2166e2436960caaf67a9536fdf208e549f1d7b0169f031c0c7c2a4b9443a6d5c_jpg.rf.c12b6095ccd263dbd18f4fcdc1cb642d.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\t_f450.png,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (61).png,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\IMG_20220603_093756.jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenBanana\vertical_flip_Screen Shot 2018-06-12 at 9.02.32 PM.png,14,1
E:\Dataset(蔬果）\Rotten\RottenBanana\vertical_flip_Screen Shot 2018-06-12 at 9.02.09 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (291).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenApple\rottenApple (200).jpg,13,1
E:\Dataset(蔬果）\Fresh\FreshTomato\t_f316.png,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomato1_45.jpg_0_8363.jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenMango\rottenMango (358).jpg,20,1
E:\Dataset(蔬果）\Rotten\RottenCapsicum\WhatsApp Image 2020-11-07 at 11.43.16 PM.jpg_0_8274.jpg,17,1
E:\Dataset(蔬果）\Fresh\FreshApple\Screen Shot 2018-06-08 at 5.12.20 PM.png,0,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (1397).png,9,0
E:\Dataset(蔬果）\Rotten\RottenOrange\rotated_by_60_Screen Shot 2018-06-12 at 11.42.20 PM.png,22,1
E:\Dataset(蔬果）\Rotten\RottenApple\translation_Screen Shot 2018-06-08 at 2.30.03 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\13_JPG_jpg.rf.09a1d83e351ef066727705ca87b7fb42.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshApple\a_f608.png,0,0
E:\Dataset(蔬果）\Rotten\RottenTomato\t_r713.png,25,1
E:\Dataset(蔬果）\Rotten\RottenOkra\o_r110.png,21,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (80).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshBanana\rotated_by_45_Screen Shot 2018-06-12 at 9.47.51 PM.png,1,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_s (17).jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenTomato\t_r601.png,25,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_sedang (23).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshApple\rotated_by_45_Screen Shot 2018-06-08 at 5.28.10 PM.png,0,0
E:\Dataset(蔬果）\Rotten\RottenOrange\rotated_by_75_Screen Shot 2018-06-12 at 11.29.44 PM.png,22,1
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_s (64).jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshMango\freshMango (108).png,7,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (32).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\rotated_by_15_Screen-Shot-2018-06-13-at-12-15-27-AM_png.rf.975f0f19bdfed21a9f101b1e7d1db0ed.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenOrange\rotated_by_30_Screen Shot 2018-06-12 at 11.42.52 PM.png,22,1
E:\Dataset(蔬果）\Fresh\FreshTomato\o (2152).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenApple\rottenApple (528).jpg,13,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_sedang (6).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshPotato\freshPotato (104).jpg,10,0
E:\Dataset(蔬果）\Fresh\FreshBanana\rotated_by_45_Screen Shot 2018-06-12 at 9.42.44 PM.png,1,0
E:\Dataset(蔬果）\Rotten\RottenBanana\Screen Shot 2018-06-12 at 9.19.12 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshTomato\t_f557.png,12,0
E:\Dataset(蔬果）\Rotten\RottenCarrot\rottenCarrot (308).jpg,18,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\1007_jpg.rf.03128f477636653c8af761ce635dfdc0.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenTomato\d (402).jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshBittergroud\IMG_20200822_223840.jpg_0_4719.jpg,3,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (41).png,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\o (740).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenApple\rotated_by_75_Screen Shot 2018-06-07 at 2.47.13 PM.png,13,1
E:\Dataset(蔬果）\Rotten\RottenApple\rottenApple (471).jpg,13,1
E:\Dataset(蔬果）\Fresh\FreshOrange\vertical_flip_Screen Shot 2018-06-12 at 11.50.33 PM.png,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (3337).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\1363_jpg.rf.42de885fa5345b278420f4e9ede5be18.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenApple\Screen Shot 2018-06-07 at 2.39.53 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\freshCarrot (298).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (5015).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshApple\a_f272.png,0,0
E:\Dataset(蔬果）\Fresh\FreshOrange\rotated_by_15_Screen Shot 2018-06-13 at 12.10.04 AM.png,9,0
E:\Dataset(蔬果）\Rotten\RottenTomato\DSCN4171.jpg_0_7857.jpg,25,1
E:\Dataset(蔬果）\Rotten\RottenTomato\t_r492.png,25,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (2006).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomato1_13.jpg_0_8008.jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenOrange\rotated_by_45_Screen Shot 2018-06-12 at 11.31.39 PM.png,22,1
E:\Dataset(蔬果）\Fresh\FreshApple\a_f308.png,0,0
E:\Dataset(蔬果）\Rotten\RottenPotato\p_r440.png,23,1
E:\Dataset(蔬果）\Rotten\RottenBanana\rottenBanana (101).jpg,14,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\0096_jpg.rf.ab1b7fdeb26466ceef82c4514ca44c18.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenTomato\(279).jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshOrange\r_120_100_jpg.rf.e054f11c3e9c2c1644af567277daf9e3.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenCarrot\IMG_20231115_125426_jpg.rf.a30c0409172cb8805a095b8d7b28a961.jpg,18,1
E:\Dataset(蔬果）\Rotten\RottenCucumber\rottenCucumber (305).jpg,19,1
E:\Dataset(蔬果）\Rotten\RottenCucumber\c_r327.png,19,1
E:\Dataset(蔬果）\Rotten\RottenApple\rotated_by_30_Screen Shot 2018-06-07 at 2.41.07 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (5257).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenMango\rottenMango (477).jpg,20,1
E:\Dataset(蔬果）\Fresh\FreshCapciscum\capsicum3_7.jpg_0_4730.jpg,4,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (4322).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenCarrot\White Mold_103.jpg,18,1
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (2).jpeg,9,0
E:\Dataset(蔬果）\Rotten\RottenOrange\jeruk_busuk (405).png,22,1
E:\Dataset(蔬果）\Rotten\RottenBanana\b_r316.png,14,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\freshCarrot (518).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (2553).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenBanana\Screen Shot 2018-06-12 at 8.54.30 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (462).png,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (2213).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (6115).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshBanana\rotated_by_45_Screen Shot 2018-06-12 at 9.45.02 PM.png,1,0
